# pTmin = 20
# etamax = 2.4
# Q = 91

#                y = 0         y = 1        y = 2
1.000000e-01  9.512608e-01  9.459619e-01  7.875091e-01
5.061224e-01  9.509668e-01  9.460797e-01  7.868005e-01
9.122449e-01  9.503953e-01  9.460899e-01  7.861566e-01
1.318367e+00  9.499317e-01  9.461088e-01  7.862837e-01
1.724490e+00  9.492645e-01  9.455034e-01  7.870105e-01
2.130612e+00  9.487348e-01  9.455448e-01  7.865865e-01
2.536735e+00  9.482003e-01  9.451707e-01  7.869570e-01
2.942857e+00  9.476469e-01  9.448627e-01  7.872060e-01
3.348980e+00  9.471205e-01  9.444123e-01  7.874237e-01
3.755102e+00  9.467135e-01  9.441133e-01  7.877537e-01
4.161224e+00  9.462627e-01  9.437265e-01  7.879812e-01
4.567347e+00  9.458202e-01  9.433607e-01  7.883692e-01
4.973469e+00  9.453995e-01  9.430384e-01  7.888179e-01
5.379592e+00  9.450197e-01  9.427432e-01  7.892917e-01
5.785714e+00  9.446405e-01  9.424611e-01  7.897877e-01
6.191837e+00  9.442888e-01  9.421825e-01  7.903071e-01
6.597959e+00  9.439503e-01  9.419316e-01  7.911097e-01
7.004082e+00  9.436676e-01  9.417236e-01  7.917283e-01
7.410204e+00  9.433546e-01  9.414957e-01  7.923455e-01
7.816327e+00  9.430284e-01  9.412360e-01  7.930299e-01
8.222449e+00  9.427468e-01  9.410716e-01  7.935260e-01
8.628571e+00  9.425653e-01  9.408801e-01  7.942618e-01
9.034694e+00  9.422283e-01  9.406986e-01  7.950461e-01
9.440816e+00  9.419858e-01  9.405383e-01  7.959037e-01
9.846939e+00  9.417426e-01  9.403675e-01  7.967752e-01
1.025306e+01  9.414881e-01  9.402195e-01  7.976732e-01
1.065918e+01  9.412733e-01  9.400256e-01  7.988129e-01
1.106531e+01  9.410518e-01  9.399431e-01  7.995985e-01
1.147143e+01  9.408272e-01  9.396770e-01  8.008058e-01
1.187755e+01  9.406078e-01  9.395107e-01  8.013575e-01
1.228367e+01  9.404559e-01  9.393104e-01  8.027598e-01
1.268980e+01  9.401524e-01  9.391154e-01  8.039005e-01
1.309592e+01  9.398766e-01  9.388150e-01  8.052648e-01
1.350204e+01  9.397055e-01  9.387039e-01  8.063256e-01
1.390816e+01  9.394009e-01  9.384550e-01  8.077196e-01
1.431429e+01  9.391575e-01  9.382644e-01  8.088727e-01
1.472041e+01  9.387871e-01  9.379508e-01  8.103226e-01
1.512653e+01  9.384667e-01  9.377139e-01  8.116039e-01
1.553265e+01  9.381494e-01  9.373696e-01  8.131009e-01
1.593878e+01  9.377738e-01  9.370116e-01  8.145243e-01
1.634490e+01  9.374149e-01  9.363155e-01  8.160425e-01
1.675102e+01  9.369579e-01  9.362793e-01  8.176597e-01
1.715714e+01  9.365262e-01  9.358481e-01  8.192199e-01
1.756327e+01  9.360286e-01  9.353646e-01  8.210038e-01
1.796939e+01  9.355674e-01  9.348911e-01  8.226857e-01
1.837551e+01  9.349448e-01  9.343188e-01  8.243292e-01
1.878163e+01  9.343184e-01  9.337553e-01  8.261352e-01
1.918776e+01  9.336950e-01  9.331248e-01  8.278940e-01
1.959388e+01  9.330168e-01  9.324653e-01  8.296901e-01
2.000000e+01  9.322152e-01  9.316839e-01  8.317606e-01
