1.000000e-03	4.495575e+00	4.495575e+00	4.495575e+00	4.495575e+00	4.495575e+00	4.495575e+00	4.495575e+00	
1.000691e-03	4.495852e+00	4.495575e+00	4.496053e+00	4.495892e+00	4.495857e+00	4.495852e+00	4.495852e+00	
1.001383e-03	4.496134e+00	4.495575e+00	4.496532e+00	4.496211e+00	4.496143e+00	4.496134e+00	4.496133e+00	
1.002075e-03	4.496420e+00	4.495575e+00	4.497010e+00	4.496535e+00	4.496434e+00	4.496420e+00	4.496419e+00	
1.002767e-03	4.496710e+00	4.495575e+00	4.497489e+00	4.496861e+00	4.496729e+00	4.496711e+00	4.496710e+00	
1.003460e-03	4.497005e+00	4.495575e+00	4.497968e+00	4.497191e+00	4.497028e+00	4.497006e+00	4.497004e+00	
1.004154e-03	4.497305e+00	4.495575e+00	4.498448e+00	4.497525e+00	4.497332e+00	4.497306e+00	4.497304e+00	
1.004848e-03	4.497609e+00	4.495575e+00	4.498928e+00	4.497861e+00	4.497640e+00	4.497610e+00	4.497608e+00	
1.005542e-03	4.497918e+00	4.495575e+00	4.499408e+00	4.498201e+00	4.497952e+00	4.497918e+00	4.497916e+00	
1.006237e-03	4.498231e+00	4.495575e+00	4.499889e+00	4.498545e+00	4.498269e+00	4.498232e+00	4.498229e+00	
1.006932e-03	4.498548e+00	4.495575e+00	4.500370e+00	4.498892e+00	4.498590e+00	4.498549e+00	4.498546e+00	
1.007628e-03	4.498870e+00	4.495575e+00	4.500851e+00	4.499243e+00	4.498915e+00	4.498871e+00	4.498868e+00	
1.008325e-03	4.499197e+00	4.495575e+00	4.501333e+00	4.499596e+00	4.499245e+00	4.499198e+00	4.499194e+00	
1.009021e-03	4.499528e+00	4.495575e+00	4.501815e+00	4.499954e+00	4.499579e+00	4.499529e+00	4.499525e+00	
1.009719e-03	4.499863e+00	4.495575e+00	4.502297e+00	4.500315e+00	4.499917e+00	4.499864e+00	4.499861e+00	
1.010417e-03	4.500203e+00	4.495575e+00	4.502780e+00	4.500679e+00	4.500260e+00	4.500204e+00	4.500200e+00	
1.011115e-03	4.500547e+00	4.495575e+00	4.503263e+00	4.501047e+00	4.500607e+00	4.500549e+00	4.500545e+00	
1.011814e-03	4.500896e+00	4.495575e+00	4.503746e+00	4.501418e+00	4.500958e+00	4.500898e+00	4.500893e+00	
1.012513e-03	4.501249e+00	4.495575e+00	4.504230e+00	4.501793e+00	4.501314e+00	4.501251e+00	4.501247e+00	
1.013213e-03	4.501607e+00	4.495575e+00	4.504714e+00	4.502171e+00	4.501674e+00	4.501609e+00	4.501604e+00	
1.013913e-03	4.501969e+00	4.495575e+00	4.505198e+00	4.502552e+00	4.502038e+00	4.501971e+00	4.501966e+00	
1.014613e-03	4.502336e+00	4.495575e+00	4.505683e+00	4.502938e+00	4.502407e+00	4.502338e+00	4.502333e+00	
