5.000000e-05  2.000000e+00  3.500000e+00  1.000000e+00  2.192116e+02   219.33749093342283
5.000000e-05  2.000000e+00  3.683673e+00  1.000000e+00  1.940759e+02   194.17435433118513
5.000000e-05  2.000000e+00  3.867347e+00  1.000000e+00  1.727367e+02   172.76272172873746
5.000000e-05  2.000000e+00  4.051020e+00  1.000000e+00  1.543975e+02   154.40436958862142
5.000000e-05  2.000000e+00  4.234694e+00  1.000000e+00  1.385803e+02   138.55772628433229
5.000000e-05  2.000000e+00  4.418367e+00  1.000000e+00  1.248599e+02   124.86988262768823
5.000000e-05  2.000000e+00  4.602041e+00  1.000000e+00  1.128942e+02   112.88253178893211
5.000000e-05  2.000000e+00  4.785714e+00  1.000000e+00  1.024211e+02   102.41601193168933
5.000000e-05  2.000000e+00  4.969388e+00  1.000000e+00  9.317655e+01   93.184172949032188
5.000000e-05  2.000000e+00  5.153061e+00  1.000000e+00  8.503353e+01   85.026386753275602
5.000000e-05  2.000000e+00  5.336735e+00  1.000000e+00  7.777143e+01   77.778113890309058
5.000000e-05  2.000000e+00  5.520408e+00  1.000000e+00  7.131848e+01   71.309490519039286
5.000000e-05  2.000000e+00  5.704082e+00  1.000000e+00  6.555119e+01   65.573455156116893
5.000000e-05  2.000000e+00  5.887755e+00  1.000000e+00  6.048007e+01   60.378244854629500
5.000000e-05  2.000000e+00  6.071429e+00  1.000000e+00  5.572876e+01   55.721727004578227
5.000000e-05  2.000000e+00  6.255102e+00  1.000000e+00  5.152774e+01   51.534157641203421
5.000000e-05  2.000000e+00  6.438776e+00  1.000000e+00  4.774054e+01   47.739999840038827
5.000000e-05  2.000000e+00  6.622449e+00  1.000000e+00  4.430157e+01   44.312435090603508
5.000000e-05  2.000000e+00  6.806122e+00  1.000000e+00  4.117632e+01   41.162708234509850
5.000000e-05  2.000000e+00  6.989796e+00  1.000000e+00  3.832979e+01   38.339230223421957
5.000000e-05  2.000000e+00  7.173469e+00  1.000000e+00  3.573138e+01   35.728167279616422
5.000000e-05  2.000000e+00  7.357143e+00  1.000000e+00  3.335533e+01   33.355669901693744
5.000000e-05  2.000000e+00  7.540816e+00  1.000000e+00  3.117764e+01   31.176231623990031
5.000000e-05  2.000000e+00  7.724490e+00  1.000000e+00  2.918060e+01   29.170179459605755
5.000000e-05  2.000000e+00  7.908163e+00  1.000000e+00  2.734027e+01   27.340795102491672
5.000000e-05  2.000000e+00  8.091837e+00  1.000000e+00  2.564704e+01   25.648745240832209
5.000000e-05  2.000000e+00  8.275510e+00  1.000000e+00  2.408451e+01   24.082573317869397
5.000000e-05  2.000000e+00  8.459184e+00  1.000000e+00  2.263953e+01   22.638159522245683
5.000000e-05  2.000000e+00  8.642857e+00  1.000000e+00  2.130367e+01   21.305225040015806
5.000000e-05  2.000000e+00  8.826531e+00  1.000000e+00  2.006562e+01   20.061304658837720
5.000000e-05  2.000000e+00  9.010204e+00  1.000000e+00  1.891660e+01   18.914755923158953
5.000000e-05  2.000000e+00  9.193878e+00  1.000000e+00  1.784894e+01   17.848829754135501
5.000000e-05  2.000000e+00  9.377551e+00  1.000000e+00  1.685827e+01   16.860761721226083
5.000000e-05  2.000000e+00  9.561224e+00  1.000000e+00  1.593073e+01   15.933349282023419
5.000000e-05  2.000000e+00  9.744898e+00  1.000000e+00  1.506816e+01   15.067020769486986
5.000000e-05  2.000000e+00  9.928571e+00  1.000000e+00  1.426302e+01   14.263774976723427
5.000000e-05  2.000000e+00  1.011224e+01  1.000000e+00  1.351063e+01   13.513476961066441
5.000000e-05  2.000000e+00  1.029592e+01  1.000000e+00  1.280689e+01   12.806859078374996
5.000000e-05  2.000000e+00  1.047959e+01  1.000000e+00  1.215175e+01   12.148692901057181
5.000000e-05  2.000000e+00  1.066327e+01  1.000000e+00  1.153037e+01   11.530408420814679
5.000000e-05  2.000000e+00  1.084694e+01  1.000000e+00  1.094895e+01   10.948444206774523
5.000000e-05  2.000000e+00  1.103061e+01  1.000000e+00  1.040724e+01   10.404260727664726
5.000000e-05  2.000000e+00  1.121429e+01  1.000000e+00  9.896095e+00   9.8956816658900131
5.000000e-05  2.000000e+00  1.139796e+01  1.000000e+00  9.417388e+00   9.4159158141547490
5.000000e-05  2.000000e+00  1.158163e+01  1.000000e+00  8.963142e+00   8.9633942788494210
5.000000e-05  2.000000e+00  1.176531e+01  1.000000e+00  8.537042e+00   8.5387387529554157
5.000000e-05  2.000000e+00  1.194898e+01  1.000000e+00  8.135360e+00   8.1327460843112913
5.000000e-05  2.000000e+00  1.213265e+01  1.000000e+00  7.756462e+00   7.7561893280130505
5.000000e-05  2.000000e+00  1.231633e+01  1.000000e+00  7.398808e+00   7.3982810225174669
5.000000e-05  2.000000e+00  1.250000e+01  1.000000e+00  7.060929e+00   7.0609442660009574
