1.000000e-02  1.794232e-02  7.865648e+00  
1.047371e-02  1.835745e-02  7.646562e+00  
1.096986e-02  1.878233e-02  7.433384e+00  
1.148951e-02  1.921695e-02  7.225957e+00  
1.203378e-02  1.966186e-02  7.024130e+00  
1.260383e-02  2.011708e-02  6.827756e+00  
1.320088e-02  2.058283e-02  6.636691e+00  
1.382622e-02  2.110554e-02  6.450794e+00  
1.448118e-02  2.154674e-02  6.269929e+00  
1.516717e-02  2.204533e-02  6.093964e+00  
1.588565e-02  2.255503e-02  5.922768e+00  
1.663817e-02  2.307653e-02  5.756216e+00  
1.742633e-02  2.365163e-02  5.594184e+00  
1.825183e-02  2.419191e-02  5.436553e+00  
1.911644e-02  2.474492e-02  5.283207e+00  
2.002200e-02  2.531087e-02  5.134031e+00  
2.097046e-02  2.588965e-02  4.988916e+00  
2.196385e-02  2.648199e-02  4.847753e+00  
2.300430e-02  2.708797e-02  4.710439e+00  
2.409404e-02  2.770782e-02  4.576869e+00  
2.523539e-02  2.833899e-02  4.446946e+00  
2.643081e-02  2.898711e-02  4.320572e+00  
2.768287e-02  2.964949e-02  4.197652e+00  
2.899423e-02  3.032698e-02  4.078096e+00  
3.036771e-02  3.101958e-02  3.961812e+00  
3.180626e-02  3.172752e-02  3.848715e+00  
3.331295e-02  3.245106e-02  3.738719e+00  
3.489101e-02  3.319044e-02  3.631741e+00  
3.654383e-02  3.399920e-02  3.527701e+00  
3.827494e-02  3.476457e-02  3.426521e+00  
4.008806e-02  3.554709e-02  3.328124e+00  
4.198707e-02  3.634698e-02  3.232435e+00  
4.397604e-02  3.716444e-02  3.139383e+00  
4.605922e-02  3.799968e-02  3.048897e+00  
4.824109e-02  3.885251e-02  2.960907e+00  
5.052631e-02  3.972401e-02  2.875348e+00  
5.291979e-02  4.061404e-02  2.792154e+00  
5.542665e-02  4.152281e-02  2.711262e+00  
5.805226e-02  4.245053e-02  2.632609e+00  
6.080224e-02  4.339742e-02  2.556136e+00  
6.368250e-02  4.436312e-02  2.481784e+00  
6.669920e-02  4.534881e-02  2.409496e+00  
6.985880e-02  4.641568e-02  2.339217e+00  
7.316807e-02  4.743366e-02  2.270892e+00  
7.663411e-02  4.847232e-02  2.204469e+00  
8.026434e-02  4.953176e-02  2.139896e+00  
8.406653e-02  5.061156e-02  2.077125e+00  
8.804884e-02  5.170879e-02  2.016105e+00  
9.221979e-02  5.283072e-02  1.956790e+00  
9.658832e-02  5.397379e-02  1.899134e+00  
1.011638e-01  5.513803e-02  1.843092e+00  
1.059560e-01  5.632342e-02  1.788620e+00  
1.109752e-01  5.752994e-02  1.735676e+00  
1.162322e-01  5.875755e-02  1.684218e+00  
1.217383e-01  6.007547e-02  1.634206e+00  
1.275051e-01  6.133668e-02  1.585600e+00  
1.335452e-01  6.261931e-02  1.538364e+00  
1.398713e-01  6.392309e-02  1.492459e+00  
1.464971e-01  6.524848e-02  1.447848e+00  
1.534368e-01  6.659384e-02  1.404498e+00  
1.607053e-01  6.796028e-02  1.362374e+00  
1.683180e-01  6.934599e-02  1.321442e+00  
1.762914e-01  7.075180e-02  1.281670e+00  
1.846425e-01  7.217596e-02  1.243025e+00  
1.933892e-01  7.370030e-02  1.205479e+00  
2.025502e-01  7.515143e-02  1.168999e+00  
2.121452e-01  7.661970e-02  1.133558e+00  
2.221947e-01  7.810479e-02  1.099126e+00  
2.327202e-01  7.959240e-02  1.065677e+00  
2.437444e-01  8.111702e-02  1.033182e+00  
2.552908e-01  8.264634e-02  1.001617e+00  
2.673842e-01  8.418822e-02  9.709552e-01  
2.800504e-01  8.570690e-02  9.411721e-01  
2.933166e-01  8.730555e-02  9.122435e-01  
3.072113e-01  8.895954e-02  8.841459e-01  
3.217642e-01  9.052857e-02  8.568565e-01  
3.370064e-01  9.203766e-02  8.303529e-01  
3.529707e-01  9.360720e-02  8.046135e-01  
3.696913e-01  9.525939e-02  7.796172e-01  
3.872039e-01  9.683898e-02  7.553434e-01  
4.055461e-01  9.832127e-02  7.317723e-01  
4.247572e-01  9.998502e-02  7.088843e-01  
4.448783e-01  1.016407e-01  6.866605e-01  
4.659526e-01  1.031817e-01  6.650825e-01  
4.880252e-01  1.045866e-01  6.441324e-01  
5.111433e-01  1.062136e-01  6.237928e-01  
5.353567e-01  1.077047e-01  6.040467e-01  
5.607170e-01  1.091728e-01  5.848776e-01  
5.872787e-01  1.106142e-01  5.662694e-01  
6.150986e-01  1.120253e-01  5.482064e-01  
6.442364e-01  1.134981e-01  5.306736e-01  
6.747544e-01  1.146962e-01  5.136560e-01  
7.067181e-01  1.161115e-01  4.971393e-01  
7.401960e-01  1.173516e-01  4.811095e-01  
7.752597e-01  1.185415e-01  4.655529e-01  
8.119845e-01  1.196765e-01  4.504563e-01  
8.504489e-01  1.207523e-01  4.358068e-01  
8.907355e-01  1.218628e-01  4.215918e-01  
9.329304e-01  1.227724e-01  4.077990e-01  
9.771242e-01  1.236265e-01  3.944167e-01  
1.023411e+00  1.244043e-01  3.814333e-01  
1.071891e+00  1.250998e-01  3.688375e-01  
1.122668e+00  1.257071e-01  3.566183e-01  
1.175850e+00  1.263307e-01  3.447652e-01  
1.231551e+00  1.267395e-01  3.332677e-01  
1.289890e+00  1.270496e-01  3.221159e-01  
1.350994e+00  1.272554e-01  3.112999e-01  
1.414991e+00  1.273555e-01  3.008102e-01  
1.482021e+00  1.273453e-01  2.906374e-01  
1.552225e+00  1.274196e-01  2.807727e-01  
1.625756e+00  1.270681e-01  2.712073e-01  
1.702769e+00  1.266982e-01  2.619325e-01  
1.783431e+00  1.263356e-01  2.529401e-01  
1.867914e+00  1.255987e-01  2.442221e-01  
1.956398e+00  1.250046e-01  2.357706e-01  
2.049075e+00  1.242502e-01  2.275780e-01  
2.146141e+00  1.231217e-01  2.196368e-01  
2.247806e+00  1.220127e-01  2.119398e-01  
2.354286e+00  1.207843e-01  2.044801e-01  
2.465811e+00  1.194682e-01  1.972507e-01  
2.582619e+00  1.180988e-01  1.902451e-01  
2.704960e+00  1.165202e-01  1.834568e-01  
2.833096e+00  1.148347e-01  1.768795e-01  
2.967302e+00  1.130465e-01  1.705071e-01  
3.107866e+00  1.111520e-01  1.643337e-01  
3.255089e+00  1.092646e-01  1.583535e-01  
3.409285e+00  1.071875e-01  1.525610e-01  
3.570786e+00  1.050299e-01  1.469505e-01  
3.739937e+00  1.027979e-01  1.415170e-01  
3.917101e+00  1.004803e-01  1.362551e-01  
4.102658e+00  9.817305e-02  1.311599e-01  
4.297005e+00  9.574487e-02  1.262265e-01  
4.500558e+00  9.316932e-02  1.214502e-01  
4.713753e+00  9.066058e-02  1.168264e-01  
4.937048e+00  8.820892e-02  1.123506e-01  
5.170920e+00  8.569085e-02  1.080184e-01  
5.415871e+00  8.309676e-02  1.038256e-01  
5.672426e+00  8.049315e-02  9.976809e-02  
5.941134e+00  7.787520e-02  9.584190e-02  
6.222571e+00  7.529927e-02  9.204314e-02  
6.517340e+00  7.269994e-02  8.836802e-02  
6.826072e+00  7.011636e-02  8.481288e-02  
7.149429e+00  6.755422e-02  8.137415e-02  
7.488104e+00  6.502640e-02  7.804836e-02  
7.842822e+00  6.252181e-02  7.483215e-02  
8.214344e+00  6.004072e-02  7.172225e-02  
8.603464e+00  5.767142e-02  6.871547e-02  
9.011018e+00  5.519566e-02  6.580872e-02  
9.437878e+00  5.285696e-02  6.299900e-02  
9.884959e+00  5.056812e-02  6.028339e-02  
1.035322e+01  4.833164e-02  5.765906e-02  
1.084366e+01  4.611225e-02  5.512325e-02  
1.135733e+01  4.400119e-02  5.267328e-02  
1.189534e+01  4.192815e-02  5.030656e-02  
1.245883e+01  3.986170e-02  4.802055e-02  
1.304902e+01  3.792526e-02  4.581281e-02  
1.366716e+01  3.599894e-02  4.368095e-02  
1.431459e+01  3.423121e-02  4.162265e-02  
1.499268e+01  3.239701e-02  3.963566e-02  
1.570290e+01  3.069748e-02  3.771780e-02  
1.644676e+01  2.906673e-02  3.586694e-02  
1.722586e+01  2.739963e-02  3.408102e-02  
1.804186e+01  2.589513e-02  3.235804e-02  
1.889652e+01  2.444589e-02  3.069606e-02  
1.979167e+01  2.294624e-02  2.909318e-02  
2.072922e+01  2.164453e-02  2.754758e-02  
2.171118e+01  2.034322e-02  2.605746e-02  
2.273966e+01  1.901087e-02  2.462110e-02  
2.381686e+01  1.784602e-02  2.323683e-02  
2.494508e+01  1.672773e-02  2.190300e-02  
2.612675e+01  1.555718e-02  2.061803e-02  
2.736440e+01  1.452874e-02  1.938040e-02  
2.866068e+01  1.355205e-02  1.818860e-02  
3.001836e+01  1.253256e-02  1.704118e-02  
3.144035e+01  1.164380e-02  1.593674e-02  
3.292971e+01  1.079079e-02  1.487392e-02  
3.448962e+01  9.911228e-03  1.385138e-02  
3.612343e+01  9.133945e-03  1.286783e-02  
3.783463e+01  8.364351e-03  1.192204e-02  
3.962689e+01  7.654388e-03  1.101279e-02  
4.150405e+01  6.974421e-03  1.013890e-02  
4.347013e+01  6.325777e-03  9.299226e-03  
4.552935e+01  5.701061e-03  8.492664e-03  
4.768612e+01  5.140062e-03  7.718137e-03  
