9.115348e+01  0.000000e+00  1.000000e-03  5.095736e-03  4.523919e-03  2.105817e-03  2.236614e-03  2.940356e-03  1.944553e-03
9.115348e+01  0.000000e+00  4.091429e-01  1.151305e+00  1.318698e+00  8.502049e-01  8.901052e-01  1.094575e+00  7.870658e-01
9.115348e+01  0.000000e+00  8.172857e-01  1.934160e+00  1.983604e+00  1.636610e+00  1.667932e+00  1.903099e+00  1.524303e+00
9.115348e+01  0.000000e+00  1.225429e+00  2.504481e+00  2.433346e+00  2.309446e+00  2.298008e+00  2.481150e+00  2.173549e+00
9.115348e+01  0.000000e+00  1.633571e+00  2.907544e+00  2.759729e+00  2.836974e+00  2.781847e+00  2.890063e+00  2.705978e+00
9.115348e+01  0.000000e+00  2.041714e+00  3.180162e+00  3.003278e+00  3.210843e+00  3.131989e+00  3.176023e+00  3.110539e+00
9.115348e+01  0.000000e+00  2.449857e+00  3.353923e+00  3.180760e+00  3.444715e+00  3.370783e+00  3.370152e+00  3.392589e+00
9.115348e+01  0.000000e+00  2.858000e+00  3.456384e+00  3.303022e+00  3.567130e+00  3.520984e+00  3.496155e+00  3.565371e+00
9.115348e+01  0.000000e+00  3.266143e+00  3.508765e+00  3.378690e+00  3.611817e+00  3.604042e+00  3.569786e+00  3.655166e+00
9.115348e+01  0.000000e+00  3.674286e+00  3.527964e+00  3.416937e+00  3.614721e+00  3.638304e+00  3.603119e+00  3.687459e+00
9.115348e+01  0.000000e+00  4.082429e+00  3.525267e+00  3.427837e+00  3.597670e+00  3.638247e+00  3.605907e+00  3.675172e+00
9.115348e+01  0.000000e+00  4.490571e+00  3.507630e+00  3.418021e+00  3.574567e+00  3.614607e+00  3.585713e+00  3.644150e+00
9.115348e+01  0.000000e+00  4.898714e+00  3.479092e+00  3.391211e+00  3.546643e+00  3.574807e+00  3.547402e+00  3.600522e+00
9.115348e+01  0.000000e+00  5.306857e+00  3.442599e+00  3.351950e+00  3.511202e+00  3.524441e+00  3.495944e+00  3.545988e+00
9.115348e+01  0.000000e+00  5.715000e+00  3.398395e+00  3.302532e+00  3.464050e+00  3.466187e+00  3.434524e+00  3.483366e+00
9.115348e+01  0.000000e+00  6.123143e+00  3.346696e+00  3.246528e+00  3.399828e+00  3.401896e+00  3.366391e+00  3.414200e+00
9.115348e+01  0.000000e+00  6.531286e+00  3.288101e+00  3.185051e+00  3.317724e+00  3.332414e+00  3.293365e+00  3.333984e+00
9.115348e+01  0.000000e+00  6.939429e+00  3.222491e+00  3.118929e+00  3.227019e+00  3.259328e+00  3.216831e+00  3.253132e+00
9.115348e+01  0.000000e+00  7.347571e+00  3.150853e+00  3.049693e+00  3.135484e+00  3.182311e+00  3.138330e+00  3.166176e+00
9.115348e+01  0.000000e+00  7.755714e+00  3.073960e+00  2.978690e+00  3.051219e+00  3.102279e+00  3.058797e+00  3.087557e+00
9.115348e+01  0.000000e+00  8.163857e+00  2.993677e+00  2.907103e+00  2.985918e+00  3.020277e+00  2.979086e+00  3.015683e+00
9.115348e+01  0.000000e+00  8.572000e+00  2.910334e+00  2.835452e+00  2.926602e+00  2.936492e+00  2.899953e+00  2.941911e+00
9.115348e+01  0.000000e+00  8.980143e+00  2.827754e+00  2.763984e+00  2.874092e+00  2.853598e+00  2.821773e+00  2.875991e+00
9.115348e+01  0.000000e+00  9.388286e+00  2.745197e+00  2.693023e+00  2.815902e+00  2.771032e+00  2.744884e+00  2.809661e+00
9.115348e+01  0.000000e+00  9.796429e+00  2.664772e+00  2.622851e+00  2.746085e+00  2.689735e+00  2.669491e+00  2.731836e+00
9.115348e+01  0.000000e+00  1.020457e+01  2.587128e+00  2.553933e+00  2.664762e+00  2.611000e+00  2.595799e+00  2.653955e+00
9.115348e+01  0.000000e+00  1.061271e+01  2.512949e+00  2.486354e+00  2.572474e+00  2.535117e+00  2.523979e+00  2.570342e+00
9.115348e+01  0.000000e+00  1.102086e+01  2.442718e+00  2.420300e+00  2.474805e+00  2.462576e+00  2.454128e+00  2.481384e+00
9.115348e+01  0.000000e+00  1.142900e+01  2.376038e+00  2.355975e+00  2.372327e+00  2.393229e+00  2.386255e+00  2.393792e+00
9.115348e+01  0.000000e+00  1.183714e+01  2.311900e+00  2.293312e+00  2.291972e+00  2.326523e+00  2.320353e+00  2.319284e+00
9.115348e+01  0.000000e+00  1.224529e+01  2.250975e+00  2.232514e+00  2.224927e+00  2.262843e+00  2.256568e+00  2.247640e+00
9.115348e+01  0.000000e+00  1.265343e+01  2.192575e+00  2.173416e+00  2.169462e+00  2.201875e+00  2.194879e+00  2.185868e+00
9.115348e+01  0.000000e+00  1.306157e+01  2.135966e+00  2.115795e+00  2.125832e+00  2.143112e+00  2.135098e+00  2.133825e+00
9.115348e+01  0.000000e+00  1.346971e+01  2.080861e+00  2.059777e+00  2.086237e+00  2.086364e+00  2.077168e+00  2.080821e+00
9.115348e+01  0.000000e+00  1.387786e+01  2.026952e+00  2.005319e+00  2.045188e+00  2.031032e+00  2.021114e+00  2.032462e+00
9.115348e+01  0.000000e+00  1.428600e+01  1.973335e+00  1.952671e+00  1.991893e+00  1.976837e+00  1.966980e+00  1.981646e+00
9.115348e+01  0.000000e+00  1.469414e+01  1.920791e+00  1.901832e+00  1.933948e+00  1.924070e+00  1.914678e+00  1.928070e+00
9.115348e+01  0.000000e+00  1.510229e+01  1.869797e+00  1.852494e+00  1.870686e+00  1.872950e+00  1.863990e+00  1.870825e+00
9.115348e+01  0.000000e+00  1.551043e+01  1.819358e+00  1.804694e+00  1.808596e+00  1.822903e+00  1.814926e+00  1.819348e+00
9.115348e+01  0.000000e+00  1.591857e+01  1.770165e+00  1.758385e+00  1.749076e+00  1.774009e+00  1.767481e+00  1.766476e+00
9.115348e+01  0.000000e+00  1.632671e+01  1.722440e+00  1.713521e+00  1.702388e+00  1.726535e+00  1.721654e+00  1.720155e+00
9.115348e+01  0.000000e+00  1.673486e+01  1.676243e+00  1.669984e+00  1.672521e+00  1.680582e+00  1.677294e+00  1.683892e+00
9.115348e+01  0.000000e+00  1.714300e+01  1.632043e+00  1.627714e+00  1.646766e+00  1.636436e+00  1.634331e+00  1.647345e+00
9.115348e+01  0.000000e+00  1.755114e+01  1.589842e+00  1.586712e+00  1.616961e+00  1.594038e+00  1.592693e+00  1.609323e+00
9.115348e+01  0.000000e+00  1.795929e+01  1.549653e+00  1.546999e+00  1.591038e+00  1.553410e+00  1.552417e+00  1.574882e+00
9.115348e+01  0.000000e+00  1.836743e+01  1.510799e+00  1.508577e+00  1.551444e+00  1.514138e+00  1.513473e+00  1.535161e+00
9.115348e+01  0.000000e+00  1.877557e+01  1.473716e+00  1.471414e+00  1.497735e+00  1.476497e+00  1.475813e+00  1.487596e+00
9.115348e+01  0.000000e+00  1.918371e+01  1.438251e+00  1.435376e+00  1.451158e+00  1.440389e+00  1.439322e+00  1.449437e+00
9.115348e+01  0.000000e+00  1.959186e+01  1.404197e+00  1.400369e+00  1.396470e+00  1.405657e+00  1.403913e+00  1.404052e+00
9.115348e+01  0.000000e+00  2.000000e+01  1.371329e+00  1.366394e+00  1.350508e+00  1.372108e+00  1.369558e+00  1.362145e+00



9.115348e+01  0.000000e+00  1.000000e-05  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
9.115348e+01  0.000000e+00  1.516141e-02  1.120443e+00  1.120454e+00  1.120438e+00  1.120454e+00  1.120477e+00  1.120443e+00
9.115348e+01  0.000000e+00  3.031283e-02  1.974621e+00  1.974881e+00  1.974506e+00  1.974589e+00  1.974810e+00  1.974492e+00
9.115348e+01  0.000000e+00  4.546424e-02  2.558626e+00  2.559769e+00  2.558121e+00  2.558316e+00  2.559074e+00  2.557982e+00
9.115348e+01  0.000000e+00  6.061566e-02  2.957908e+00  2.960904e+00  2.956583e+00  2.956911e+00  2.958666e+00  2.956135e+00
9.115348e+01  0.000000e+00  7.576707e-02  3.227811e+00  3.233868e+00  3.225129e+00  3.225584e+00  3.228872e+00  3.224128e+00
9.115348e+01  0.000000e+00  9.091848e-02  3.404796e+00  3.415274e+00  3.400151e+00  3.400703e+00  3.406100e+00  3.398310e+00
9.115348e+01  0.000000e+00  1.060699e-01  3.513802e+00  3.530138e+00  3.506547e+00  3.507149e+00  3.515242e+00  3.503554e+00
9.115348e+01  0.000000e+00  1.212213e-01  3.572445e+00  3.596100e+00  3.561921e+00  3.562509e+00  3.573876e+00  3.557449e+00
9.115348e+01  0.000000e+00  1.363727e-01  3.593491e+00  3.625905e+00  3.579044e+00  3.579543e+00  3.594736e+00  3.572764e+00
9.115348e+01  0.000000e+00  1.515241e-01  3.586379e+00  3.628941e+00  3.567374e+00  3.567698e+00  3.587233e+00  3.558959e+00
9.115348e+01  0.000000e+00  1.666756e-01  3.558197e+00  3.612221e+00  3.534030e+00  3.534084e+00  3.558432e+00  3.523164e+00
9.115348e+01  0.000000e+00  1.818270e-01  3.514329e+00  3.581038e+00  3.484430e+00  3.484118e+00  3.513701e+00  3.470811e+00
9.115348e+01  0.000000e+00  1.969784e-01  3.458892e+00  3.539409e+00  3.422738e+00  3.421954e+00  3.457139e+00  3.406081e+00
9.115348e+01  0.000000e+00  2.121298e-01  3.395115e+00  3.490439e+00  3.352242e+00  3.350863e+00  3.391947e+00  3.332281e+00
9.115348e+01  0.000000e+00  2.272812e-01  3.326173e+00  3.436805e+00  3.276387e+00  3.274054e+00  3.320887e+00  3.252870e+00
9.115348e+01  0.000000e+00  2.424326e-01  3.253981e+00  3.381138e+00  3.196478e+00  3.193484e+00  3.246652e+00  3.169176e+00
9.115348e+01  0.000000e+00  2.575840e-01  3.178618e+00  3.323099e+00  3.113307e+00  3.109301e+00  3.169061e+00  3.082019e+00
9.115348e+01  0.000000e+00  2.727355e-01  3.102060e+00  3.264481e+00  3.028288e+00  3.023513e+00  3.089975e+00  2.992835e+00
9.115348e+01  0.000000e+00  2.878869e-01  3.023921e+00  3.205598e+00  2.941474e+00  2.935817e+00  3.009829e+00  2.901709e+00
9.115348e+01  0.000000e+00  3.030383e-01  2.945773e+00  3.146516e+00  2.854489e+00  2.847811e+00  2.928823e+00  2.810281e+00
